order_id,user_id,product_id,order_date,quantity
O1330,U0026,G0005,2023-04-02,4
O1331,U0122,M0016,2023-01-28,4
O1332,U0249,E0047,2023-01-18,1
O1333,U0957,M0030,2023-03-19,3
O1334,U0740,G0014,2023-07-27,4
O1335,U0860,E0070,2023-09-30,4
O1336,U0380,E0014,2023-07-29,4
O1337,U0796,F0103,2023-09-13,3
O1338,U0063,M0081,2023-07-16,2
O1339,U0165,M0118,2023-09-06,1
O1340,U0459,G0051,2023-10-14,1
O1341,U0957,M0062,2023-02-12,1
O1342,U0543,M0009,2023-01-01,4
O1343,U0971,E0052,2023-01-28,2
O1344,U0525,E0055,2023-11-28,3
O1345,U0557,M0061,2023-06-16,3
O1346,U0499,E0069,2023-09-20,4
O1347,U0916,F0034,2023-06-29,4
O1348,U0544,G0105,2023-08-22,4
O1349,U0698,F0106,2023-08-06,2
O1350,U0909,E0044,2023-01-10,1
O1351,U0165,F0061,2023-09-15,4
O1352,U0474,M0004,2023-03-12,4
O1353,U0815,M0025,2023-04-28,1
O1354,U0395,M0045,2023-08-28,1
O1355,U0019,G0036,2023-12-15,1
O1356,U0132,F0017,2023-09-20,4
O1357,U0567,F0019,2023-03-25,4
O1358,U0198,E0117,2023-10-08,1
O1359,U0719,E0013,2023-12-25,4
O1360,U0906,F0081,2023-12-08,2
O1361,U0040,G0014,2023-04-23,1
O1362,U0171,M0022,2023-11-12,2
O1363,U0910,G0007,2023-10-31,3
O1364,U0165,G0101,2023-11-08,4
O1365,U0487,M0080,2023-08-05,4
O1366,U0312,G0103,2023-06-27,3
O1367,U0692,G0053,2023-11-14,4
O1368,U0722,M0100,2023-05-27,3
O1369,U0245,G0084,2023-08-15,1
O1370,U0646,G0106,2023-12-13,1
O1371,U0153,F0008,2023-06-27,1
O1372,U0951,E0005,2023-03-19,2
O1373,U0818,E0065,2023-08-16,4
O1374,U0646,G0030,2023-03-23,2
O1375,U0507,M0106,2023-04-16,1
O1376,U0862,E0011,2023-01-10,3
O1377,U0144,F0100,2023-02-09,1
O1378,U0194,F0115,2023-03-12,1
O1379,U0774,G0086,2023-12-20,4
O1380,U0949,M0010,2023-12-11,1
O1381,U0519,G0113,2023-05-19,4
O1382,U0009,E0017,2023-12-06,1
O1383,U0208,M0009,2023-04-14,3
O1384,U0812,E0031,2023-12-25,4
O1385,U0111,G0027,2023-09-06,4
O1386,U0651,E0087,2023-07-21,2
O1387,U0841,F0114,2023-10-13,2
O1388,U0288,F0106,2023-08-26,3
O1389,U0372,F0066,2023-09-30,2
O1390,U0578,G0108,2023-12-27,4
O1391,U0128,E0083,2023-06-26,3
O1392,U0931,G0109,2023-03-22,1
O1393,U0361,E0061,2023-11-22,2
O1394,U0377,M0119,2023-09-06,4
O1395,U0250,G0086,2023-10-20,3
O1396,U0816,E0077,2023-12-16,4
O1397,U0515,M0026,2023-05-23,1
O1398,U0182,E0104,2023-11-29,4
O1399,U0281,M0112,2023-04-05,2
O1400,U0042,F0104,2023-05-11,1
O1401,U0301,E0049,2023-10-25,2
O1402,U0729,G0015,2023-02-28,1
O1403,U0983,F0059,2023-06-06,3
O1404,U0897,E0071,2023-03-05,1
O1405,U0450,E0049,2023-05-09,1
O1406,U0750,M0041,2023-05-02,2
O1407,U0802,F0083,2023-11-12,2
O1408,U0270,G0093,2023-03-11,4
O1409,U0838,F0004,2023-05-18,3
O1410,U0450,E0036,2023-12-20,3
O1411,U0841,M0036,2023-12-02,2
O1412,U0555,G0063,2023-11-04,1
O1413,U0331,E0065,2023-10-18,3
O1414,U0620,F0028,2023-07-22,4
O1415,U0317,G0002,2023-08-25,1
O1416,U0641,F0022,2023-10-03,2
O1417,U0337,F0122,2023-11-03,4
O1418,U0350,M0012,2023-05-17,4
O1419,U0782,G0115,2023-01-25,4
O1420,U0792,M0117,2023-10-28,1
O1421,U0758,E0074,2023-09-27,3
O1422,U0948,F0094,2023-01-03,1
O1423,U0325,M0082,2023-01-16,2
O1424,U0856,E0081,2023-09-20,2
O1425,U0288,E0006,2023-12-26,1
O1426,U0574,M0012,2023-08-29,3
O1427,U0828,F0120,2023-03-21,3
O1428,U0086,E0043,2023-08-30,2
O1429,U0880,F0121,2023-10-14,2
O1430,U0806,F0069,2023-01-14,1
O1431,U0984,E0033,2023-09-18,4
O1432,U0614,E0049,2023-09-18,1
O1433,U0574,G0103,2023-03-20,3
O1434,U0863,G0084,2023-11-08,1
O1435,U0136,G0097,2023-01-17,2
O1436,U0313,G0009,2023-03-19,4
O1437,U0734,E0043,2023-02-27,2
O1438,U0820,F0077,2023-05-15,4
O1439,U0659,E0095,2023-03-10,1
O1440,U0597,E0007,2023-04-19,4
O1441,U0639,F0003,2023-05-12,1
O1442,U0325,F0122,2023-04-03,3
O1443,U0630,E0002,2023-05-28,4
O1444,U0113,G0047,2023-01-19,4
O1445,U0043,E0054,2023-07-08,1
O1446,U0103,G0012,2023-06-07,3
O1447,U0166,G0052,2023-08-24,1
O1448,U0919,F0081,2023-11-26,4
O1449,U0566,E0074,2023-03-12,1
O1450,U0050,G0090,2023-10-25,3
O1451,U0118,F0095,2023-09-17,2
O1452,U0682,F0069,2023-04-18,3
O1453,U0241,E0045,2023-12-23,1
O1454,U0289,E0048,2023-01-13,2
O1455,U0805,E0086,2023-10-08,3
O1456,U0988,E0022,2023-08-24,2
O1457,U0342,G0053,2023-09-09,2
O1458,U0773,M0026,2023-01-16,2
O1459,U0442,F0006,2023-03-23,3
O1460,U0670,M0113,2023-05-28,1
O1461,U0247,F0009,2023-01-23,2
O1462,U0061,E0025,2023-08-15,3
O1463,U0747,G0006,2023-02-24,3
O1464,U0280,M0122,2023-05-08,4
O1465,U0059,F0102,2023-09-15,1
O1466,U0827,G0077,2023-04-16,4
O1467,U0276,G0076,2023-10-25,1
O1468,U0245,G0072,2023-03-28,2
O1469,U0221,E0015,2023-05-10,3
O1470,U0008,E0043,2023-05-02,3
O1471,U0836,E0048,2023-01-31,4
O1472,U0635,E0026,2023-08-12,1
O1473,U0822,E0108,2023-11-27,3
O1474,U0634,F0062,2023-02-11,2
O1475,U0618,F0060,2023-07-13,2
O1476,U0562,M0069,2023-10-03,2
O1477,U0421,G0107,2023-03-03,2
O1478,U0315,G0030,2023-07-05,2
O1479,U0460,E0034,2023-11-26,2
O1480,U0565,G0060,2023-04-06,2
O1481,U0507,E0101,2023-11-04,4
O1482,U0614,G0125,2023-11-22,2
O1483,U0525,E0047,2023-11-28,1
O1484,U0168,M0095,2023-04-05,4
O1485,U0121,G0080,2023-10-14,3
O1486,U0123,E0125,2023-03-10,2
O1487,U0413,G0013,2023-01-08,1
O1488,U0520,F0029,2023-09-06,1
O1489,U0516,M0119,2023-11-24,3
O1490,U0926,M0026,2023-06-14,3
O1491,U0141,G0096,2023-04-02,1
O1492,U0321,G0073,2023-05-07,3
O1493,U0443,E0048,2023-12-01,2
O1494,U0738,E0084,2023-03-03,3
O1495,U0776,G0087,2023-04-17,4
O1496,U0462,F0089,2023-12-08,2
O1497,U0564,F0112,2023-09-23,1
O1498,U0844,F0071,2023-01-29,4
O1499,U0009,M0062,2023-05-31,2
O1500,U0824,F0050,2023-05-12,4
O1501,U0755,G0003,2023-12-07,1
O1502,U0765,G0078,2023-07-12,3
O1503,U0718,G0099,2023-07-17,3
O1504,U0096,F0043,2023-03-04,1
O1505,U0875,M0103,2023-04-19,2
O1506,U0453,E0014,2023-11-29,4
O1507,U0943,F0125,2023-10-13,4
O1508,U0113,E0062,2023-08-24,3
O1509,U0791,G0023,2023-06-19,4
O1510,U0335,G0124,2023-07-08,4
O1511,U0065,G0084,2023-10-22,1
O1512,U0590,E0027,2023-06-14,1
O1513,U0224,G0091,2023-09-21,1
O1514,U0996,E0008,2023-02-02,1
O1515,U0821,G0088,2023-11-26,2
O1516,U0447,F0067,2023-01-05,2
O1517,U0775,E0038,2023-03-12,1
O1518,U0233,E0025,2023-05-05,2
O1519,U0860,F0124,2023-01-15,2
O1520,U0325,G0087,2023-02-22,1
O1521,U0329,G0115,2023-08-07,1
O1522,U0863,F0115,2023-03-24,2
O1523,U0826,G0095,2023-09-27,3
O1524,U0269,F0100,2023-12-05,1
O1525,U0470,M0019,2023-11-29,3
O1526,U0636,F0082,2023-07-26,2
O1527,U0856,E0056,2023-09-03,4
O1528,U0249,G0106,2023-09-16,2
O1529,U0349,E0026,2023-01-23,4
O1530,U0162,E0056,2023-12-27,4
O1531,U0847,G0122,2023-10-29,3
O1532,U0979,M0026,2023-11-03,4
O1533,U0006,M0100,2023-07-09,3
O1534,U0379,E0053,2023-07-25,4
O1535,U0950,F0068,2023-04-29,1
O1536,U0702,F0068,2023-07-26,1
O1537,U0382,F0109,2023-11-26,2
O1538,U0913,M0077,2023-12-02,3
O1539,U0603,F0064,2023-05-20,1
O1540,U0201,G0049,2023-06-01,4
O1541,U0548,E0008,2023-04-19,1
O1542,U0915,G0027,2023-07-23,3
O1543,U0720,M0001,2023-01-21,3
O1544,U0255,G0101,2023-03-14,1
O1545,U0732,G0118,2023-03-19,2
O1546,U0906,F0100,2023-02-25,3
O1547,U0172,G0098,2023-07-09,2
O1548,U0005,M0063,2023-05-28,1
O1549,U0172,G0116,2023-03-31,4
O1550,U0007,M0125,2023-09-07,2
O1551,U0780,M0060,2023-04-23,2
O1552,U0081,F0111,2023-02-24,4
O1553,U0203,F0087,2023-04-15,4
O1554,U0014,F0105,2023-04-15,1
O1555,U0860,M0079,2023-10-26,4
O1556,U0032,E0058,2023-10-02,4
O1557,U0139,F0063,2023-08-30,1
O1558,U0469,M0088,2023-06-13,4
O1559,U0569,M0026,2023-04-20,4
O1560,U0638,E0008,2023-07-21,4
O1561,U0055,G0122,2023-12-03,1
O1562,U0714,E0028,2023-09-28,1
O1563,U0231,G0120,2023-11-28,2
O1564,U0323,E0001,2023-10-25,4
O1565,U0912,E0021,2023-04-28,4
O1566,U0593,G0111,2023-08-27,2
O1567,U0607,E0073,2023-09-03,2
O1568,U0685,G0054,2023-07-30,3
O1569,U0628,M0019,2023-02-27,2
O1570,U0717,G0111,2023-05-02,2
O1571,U0293,M0036,2023-10-31,4
O1572,U0958,G0024,2023-07-17,3
O1573,U0503,E0049,2023-09-18,2
O1574,U0697,E0080,2023-10-01,4
O1575,U0273,F0076,2023-09-18,2
O1576,U0737,G0074,2023-03-10,3
O1577,U0398,G0055,2023-12-15,3
O1578,U0273,M0081,2023-11-06,1
O1579,U0942,M0079,2023-12-04,2
O1580,U0288,F0022,2023-05-31,1
O1581,U0613,E0063,2023-09-30,4
O1582,U0779,M0089,2023-08-11,3
O1583,U0806,E0043,2023-03-31,3
O1584,U0102,M0109,2023-02-24,2
O1585,U0972,M0038,2023-07-19,3
O1586,U0404,E0091,2023-05-31,3
O1587,U0398,E0015,2023-08-19,1
O1588,U0201,G0020,2023-11-03,3
O1589,U0577,F0050,2023-09-24,2
O1590,U0317,M0050,2023-03-08,2
O1591,U0084,E0075,2023-01-28,4
O1592,U0141,M0060,2023-07-24,1
O1593,U0027,F0017,2023-04-27,1
O1594,U0655,E0017,2023-02-15,2
O1595,U0203,E0049,2023-08-21,1
O1596,U0506,G0092,2023-11-23,3
O1597,U0103,G0059,2023-01-01,1
O1598,U0617,E0069,2023-03-10,2
O1599,U0413,F0096,2023-10-02,4
O1600,U0549,F0040,2023-12-01,4
O1601,U0885,M0023,2023-06-04,1
O1602,U0969,M0077,2023-01-30,3
O1603,U0160,G0049,2023-05-02,4
O1604,U0453,G0109,2023-09-04,3
O1605,U0613,G0076,2023-09-10,3
O1606,U0872,G0105,2023-01-07,2
O1607,U0163,M0003,2023-04-24,3
O1608,U0202,M0079,2023-04-06,2
O1609,U0464,F0007,2023-10-15,2
O1610,U0280,G0062,2023-12-04,2
O1611,U0819,E0003,2023-12-08,3
O1612,U0438,G0037,2023-08-01,2
O1613,U0834,F0080,2023-10-26,2
O1614,U0891,M0064,2023-05-17,1
O1615,U0723,E0093,2023-05-12,2
O1616,U0023,F0047,2023-12-26,2
O1617,U0841,F0022,2023-05-22,4
O1618,U0397,G0114,2023-02-18,4
O1619,U0655,M0063,2023-05-29,3
O1620,U0955,F0096,2023-08-11,1
O1621,U0010,F0020,2023-04-16,3
O1622,U0749,G0057,2023-05-26,3
O1623,U0070,E0046,2023-02-22,3
O1624,U0734,E0040,2023-11-18,1
O1625,U0163,E0020,2023-11-13,4
O1626,U0577,G0057,2023-08-21,2
O1627,U0704,M0069,2023-02-28,3
O1628,U0733,F0061,2023-10-29,2
O1629,U0534,G0031,2023-04-22,1
O1630,U0211,M0043,2023-05-25,4
O1631,U0457,E0102,2023-05-16,2
O1632,U0011,E0038,2023-06-04,4
O1633,U0518,F0007,2023-11-28,2
O1634,U0347,E0014,2023-03-16,4
O1635,U0422,G0082,2023-07-14,4
O1636,U0701,G0072,2023-11-05,1
O1637,U0884,G0041,2023-07-12,2
O1638,U0390,M0120,2023-04-01,4
O1639,U0292,F0001,2023-03-20,3
O1640,U0616,F0083,2023-04-21,4
O1641,U0656,M0013,2023-09-04,2
O1642,U0425,F0058,2023-08-23,2
O1643,U0258,M0065,2023-04-09,3
O1644,U0027,G0066,2023-04-27,1
O1645,U0698,E0105,2023-02-19,4
O1646,U0535,E0051,2023-10-25,1
O1647,U0101,M0094,2023-05-20,4
O1648,U0033,G0122,2023-02-15,3
O1649,U0868,F0108,2023-04-26,2
O1650,U0710,G0063,2023-09-15,3
O1651,U0183,E0051,2023-10-01,2
O1652,U0393,F0086,2023-02-22,1
O1653,U0144,E0110,2023-08-16,1
O1654,U0510,M0105,2023-10-14,3
O1655,U0607,E0113,2023-04-05,1
O1656,U0509,M0055,2023-01-23,4
O1657,U0824,F0094,2023-05-11,3
O1658,U0096,F0106,2023-04-19,4
O1659,U0760,G0092,2023-04-30,4
O1660,U0111,F0044,2023-05-23,1
O1661,U0853,M0074,2023-09-11,1
O1662,U0876,E0062,2023-01-10,2
O1663,U0613,G0078,2023-08-18,4
O1664,U0050,E0118,2023-07-12,1
O1665,U0068,E0004,2023-09-20,1
O1666,U0243,G0040,2023-09-25,1
O1667,U0172,M0065,2023-03-26,2
O1668,U0206,M0050,2023-10-12,3
O1669,U0450,M0043,2023-07-08,4
O1670,U0846,G0078,2023-08-17,2
O1671,U0876,F0001,2023-08-25,2
O1672,U0144,M0041,2023-09-03,4
O1673,U0212,E0109,2023-02-06,4
O1674,U0486,F0125,2023-02-03,3
O1675,U0140,M0048,2023-12-10,4
O1676,U0597,E0099,2023-07-18,1
O1677,U0506,M0078,2023-03-20,1
O1678,U0286,E0091,2023-11-26,4
O1679,U0738,G0019,2023-04-11,4
O1680,U0834,F0003,2023-03-09,4
O1681,U0181,G0100,2023-08-14,1
O1682,U0489,F0067,2023-06-16,4
O1683,U0739,F0091,2023-05-17,4
O1684,U0168,M0096,2023-01-17,1
O1685,U0652,M0113,2023-11-07,2
O1686,U0734,M0039,2023-07-22,2
O1687,U0072,F0015,2023-08-08,1
O1688,U0792,M0065,2023-11-12,1
O1689,U0537,F0073,2023-09-05,1
O1690,U0647,G0069,2023-06-05,2
O1691,U0689,F0077,2023-09-28,4
O1692,U0146,M0059,2023-08-26,1
O1693,U0221,E0005,2023-12-17,4
O1694,U0831,E0046,2023-08-10,1
O1695,U0904,E0091,2023-11-05,1
O1696,U0098,G0079,2023-06-27,1
O1697,U0070,M0034,2023-05-18,1
O1698,U0221,F0006,2023-11-03,1
O1699,U0946,F0111,2023-10-05,4
O1700,U0596,M0088,2023-12-29,4
O1701,U0433,G0103,2023-10-30,2
O1702,U0481,F0091,2023-07-05,2
O1703,U0444,M0042,2023-09-08,3
O1704,U0187,M0034,2023-07-02,2
O1705,U0810,E0088,2023-09-04,3
O1706,U0614,E0064,2023-04-20,4
O1707,U0555,F0112,2023-03-12,4
O1708,U0192,F0099,2023-04-23,2
O1709,U0151,E0016,2023-10-28,4
O1710,U0324,E0020,2023-06-11,2
O1711,U0466,G0009,2023-08-20,3
O1712,U0330,M0059,2023-11-01,1
O1713,U0453,G0016,2023-01-20,2
O1714,U0704,M0119,2023-06-28,2
O1715,U0501,E0079,2023-01-24,4
O1716,U0036,F0002,2023-10-08,4
O1717,U0217,M0032,2023-07-05,3
O1718,U0688,G0112,2023-07-27,1
O1719,U0904,M0030,2023-09-19,2
O1720,U0247,F0083,2023-04-30,3
O1721,U0280,G0072,2023-02-14,4
O1722,U0520,E0028,2023-02-24,1
O1723,U0346,F0052,2023-06-27,3
O1724,U0567,M0054,2023-12-18,3
O1725,U0779,G0079,2023-04-15,3
O1726,U0147,M0013,2023-12-17,2
O1727,U0339,G0080,2023-10-26,1
O1728,U0029,G0089,2023-09-28,3
O1729,U0054,F0014,2023-02-27,3
O1730,U0470,M0092,2023-09-05,3
O1731,U0028,G0003,2023-05-11,2
O1732,U0507,F0101,2023-02-21,2
O1733,U0618,M0073,2023-01-30,2
O1734,U0450,E0038,2023-03-10,3
O1735,U0840,F0058,2023-02-21,2
O1736,U0041,G0081,2023-04-01,4
O1737,U0960,F0114,2023-11-05,1
O1738,U0098,E0006,2023-09-28,1
O1739,U0757,F0022,2023-01-04,3
O1740,U0839,F0006,2023-05-23,2
O1741,U0630,M0081,2023-04-21,4
O1742,U0471,G0005,2023-06-11,3
O1743,U0180,F0029,2023-06-04,1
O1744,U0812,M0069,2023-03-27,3
O1745,U0852,M0098,2023-05-29,3
O1746,U0260,M0060,2023-07-09,1
O1747,U0576,M0085,2023-08-04,3
O1748,U0891,M0115,2023-03-28,4
O1749,U0787,M0063,2023-01-25,4
O1750,U0439,M0096,2023-02-15,1
O1751,U0429,E0016,2023-10-15,1
O1752,U0273,M0071,2023-01-16,2
O1753,U0086,G0114,2023-09-04,4
O1754,U0561,F0044,2023-01-01,2
O1755,U0254,E0030,2023-10-21,4
O1756,U0633,M0014,2023-02-01,4
O1757,U0073,F0020,2023-07-03,3
O1758,U0048,F0034,2023-04-13,3
O1759,U0387,E0107,2023-09-09,2
O1760,U0931,G0096,2023-11-26,3
O1761,U0159,M0038,2023-03-20,4
O1762,U0399,F0115,2023-02-19,1
O1763,U0148,F0026,2023-09-23,3
O1764,U0249,F0031,2023-11-12,4
O1765,U0443,G0059,2023-11-12,3
O1766,U0887,E0118,2023-10-28,4
O1767,U0527,M0008,2023-02-20,4
O1768,U0035,M0092,2023-11-03,3
O1769,U0137,M0018,2023-08-07,1
O1770,U0122,F0039,2023-06-27,2
O1771,U0689,E0032,2023-07-06,1
O1772,U0852,F0057,2023-02-09,1
O1773,U0637,M0061,2023-12-17,1
O1774,U0234,G0015,2023-01-21,1
O1775,U0240,E0044,2023-06-21,1
O1776,U0263,F0083,2023-07-09,4
O1777,U0951,G0096,2023-02-06,4
O1778,U0221,G0054,2023-10-09,4
O1779,U0428,E0016,2023-12-25,1
O1780,U0357,F0055,2023-05-28,3
O1781,U0321,G0082,2023-12-16,1
O1782,U0070,G0109,2023-05-30,2
O1783,U0849,M0125,2023-12-16,2
O1784,U0332,E0115,2023-11-08,3
O1785,U0401,G0012,2023-10-17,4
O1786,U0783,F0121,2023-06-11,4
O1787,U0474,G0099,2023-02-24,2
O1788,U0659,E0045,2023-04-03,1
O1789,U0806,M0060,2023-11-19,4
O1790,U0800,F0051,2023-06-30,3
O1791,U0673,G0082,2023-10-14,3
O1792,U0407,G0112,2023-09-19,3
O1793,U0106,F0112,2023-06-30,1
O1794,U0309,F0051,2023-01-21,3
O1795,U0173,M0113,2023-04-26,1
O1796,U0353,G0055,2023-11-29,2
O1797,U0636,G0085,2023-07-30,1
O1798,U0621,M0051,2023-09-14,4
O1799,U0351,M0085,2023-01-15,2
O1800,U0663,E0103,2023-11-01,4
O1801,U0540,G0030,2023-09-02,1
O1802,U0298,G0111,2023-07-12,4
O1803,U0884,E0035,2023-06-24,2
O1804,U0724,F0025,2023-10-06,2
O1805,U0243,M0017,2023-06-20,3
O1806,U0896,G0064,2023-06-02,4
O1807,U0618,F0039,2023-10-01,4
O1808,U0782,F0094,2023-12-03,3
O1809,U0894,M0075,2023-05-23,2
O1810,U0323,F0087,2023-10-31,3
O1811,U0601,E0081,2023-05-18,2
O1812,U0588,M0053,2023-08-02,4
O1813,U0696,M0048,2023-01-13,1
O1814,U0862,E0108,2023-04-18,1
O1815,U0832,G0054,2023-04-18,1
O1816,U0608,F0041,2023-06-25,4
O1817,U0869,E0027,2023-11-25,1
O1818,U0501,F0039,2023-12-22,2
O1819,U0862,G0069,2023-11-11,3
O1820,U0575,E0031,2023-01-11,2
O1821,U0513,G0093,2023-07-15,1
O1822,U0911,G0067,2023-06-23,4
O1823,U0742,G0080,2023-03-04,1
O1824,U0192,F0029,2023-03-11,3
O1825,U0864,M0074,2023-10-29,3
O1826,U0628,E0037,2023-09-21,3
O1827,U0555,G0035,2023-09-06,1
O1828,U0063,E0110,2023-04-22,4
O1829,U0449,M0067,2023-02-05,4
O1830,U0738,G0120,2023-03-26,1
O1831,U0108,E0124,2023-03-31,4
O1832,U0298,G0033,2023-01-22,3
O1833,U0482,F0086,2023-01-30,2
O1834,U0678,E0066,2023-11-26,3
O1835,U0558,F0102,2023-07-16,1
O1836,U0031,F0122,2023-06-02,4
O1837,U0516,E0011,2023-05-25,2
O1838,U0224,M0065,2023-05-01,4
O1839,U0379,F0020,2023-03-25,3
O1840,U0768,M0095,2023-05-01,3
O1841,U0939,F0050,2023-05-08,4
O1842,U0246,G0030,2023-10-28,2
O1843,U0303,F0123,2023-01-13,4
O1844,U0792,F0121,2023-03-11,2
O1845,U0251,G0058,2023-07-08,1
O1846,U0144,F0037,2023-02-01,1
O1847,U0787,F0091,2023-11-08,4
O1848,U0852,M0016,2023-10-06,1
O1849,U0402,G0059,2023-01-30,2
O1850,U0096,E0052,2023-03-08,1
O1851,U0376,G0106,2023-10-08,3
O1852,U0496,F0027,2023-12-19,3
O1853,U0764,M0014,2023-07-28,4
O1854,U0123,G0090,2023-06-21,4
O1855,U0332,G0072,2023-06-10,1
O1856,U0227,F0030,2023-11-17,2
O1857,U0750,F0100,2023-12-07,4
O1858,U0986,M0072,2023-07-11,1
O1859,U0546,E0075,2023-09-30,1
O1860,U0805,E0054,2023-05-11,4
O1861,U0337,F0074,2023-09-20,2
O1862,U0984,F0079,2023-09-23,1
O1863,U0519,F0018,2023-06-21,2
O1864,U0875,G0073,2023-10-02,4
O1865,U0883,F0120,2023-06-07,2
O1866,U0136,M0033,2023-05-29,3
O1867,U0931,G0029,2023-10-31,2
O1868,U0376,F0051,2023-04-18,3
O1869,U0655,G0029,2023-02-17,3
O1870,U0179,F0001,2023-10-17,2
O1871,U0635,G0115,2023-03-28,1
O1872,U0698,G0061,2023-08-10,2
O1873,U0265,G0098,2023-02-18,2
O1874,U0290,E0080,2023-11-07,4
O1875,U0861,F0009,2023-08-05,1
O1876,U0674,M0040,2023-01-07,1
O1877,U0420,M0067,2023-11-21,4
O1878,U0057,E0087,2023-06-08,2
O1879,U0922,F0117,2023-11-28,4
O1880,U0316,F0018,2023-05-06,4
O1881,U0064,G0057,2023-07-06,1
O1882,U0689,G0100,2023-04-14,1
O1883,U0310,M0091,2023-10-31,1
O1884,U0282,E0052,2023-04-20,3
O1885,U0336,E0053,2023-09-03,1
O1886,U0206,F0104,2023-12-18,3
O1887,U0724,E0030,2023-12-13,1
O1888,U0441,M0125,2023-02-02,4
O1889,U0124,F0022,2023-08-01,4
O1890,U0283,E0038,2023-04-18,4
O1891,U0144,E0015,2023-02-22,2
O1892,U0370,E0089,2023-04-24,2
O1893,U0400,F0019,2023-01-25,4
O1894,U0118,E0076,2023-05-25,4
O1895,U0637,F0044,2023-11-21,4
O1896,U0442,F0066,2023-09-10,3
O1897,U0047,G0002,2023-10-03,3
O1898,U0843,F0036,2023-03-02,4
O1899,U0310,G0110,2023-09-16,1
O1900,U0641,F0102,2023-07-07,4
O1901,U0603,F0018,2023-01-15,4
O1902,U0345,M0115,2023-08-28,3
O1903,U0241,F0068,2023-11-16,3
O1904,U0701,G0060,2023-06-05,2
O1905,U0567,E0079,2023-07-12,3
O1906,U0909,G0020,2023-06-17,1
O1907,U0920,E0109,2023-09-01,1
O1908,U0400,G0117,2023-03-18,3
O1909,U0949,G0011,2023-07-26,2
O1910,U0032,E0075,2023-01-01,3
O1911,U0949,G0005,2023-06-22,2
O1912,U0765,F0003,2023-10-21,4
O1913,U0976,G0074,2023-01-16,3
O1914,U0588,F0089,2023-07-22,2
O1915,U0513,G0007,2023-03-07,4
O1916,U0573,F0109,2023-12-08,3
O1917,U0413,M0105,2023-06-10,2
O1918,U0625,M0059,2023-02-06,3
O1919,U0319,M0077,2023-01-27,4
O1920,U0688,E0084,2023-01-30,4
O1921,U0143,G0063,2023-05-15,2
O1922,U0588,G0019,2023-12-18,3
O1923,U0625,F0061,2023-02-12,4
O1924,U0902,G0088,2023-09-16,1
O1925,U0730,F0080,2023-11-15,3
O1926,U0555,G0064,2023-07-09,2
O1927,U0630,F0038,2023-10-29,3
O1928,U0626,E0048,2023-12-19,4
O1929,U0527,G0085,2023-06-15,2
O1930,U0297,M0007,2023-03-14,3
O1931,U0034,E0089,2023-06-20,4
O1932,U0141,M0083,2023-12-04,1
O1933,U0413,M0121,2023-09-22,3
O1934,U0439,F0108,2023-04-26,4
O1935,U0501,F0007,2023-11-25,1
O1936,U0708,E0050,2023-07-28,3
O1937,U0861,E0019,2023-01-24,2
O1938,U0333,E0108,2023-06-10,1
O1939,U0073,M0032,2023-02-22,2
O1940,U0031,M0076,2023-09-19,3
O1941,U0156,F0099,2023-02-04,2
O1942,U0131,G0004,2023-07-21,1
O1943,U0705,G0093,2023-08-11,4
O1944,U0348,M0020,2023-09-14,2
O1945,U0769,F0037,2023-11-03,3
O1946,U0292,M0061,2023-10-19,2
O1947,U0081,G0117,2023-12-07,2
O1948,U0851,G0043,2023-07-31,2
O1949,U0063,G0019,2023-09-20,2
O1950,U0457,M0029,2023-11-26,4
O1951,U0145,E0051,2023-10-29,3
O1952,U0165,G0071,2023-03-16,2
O1953,U0695,E0017,2023-08-13,3
O1954,U0405,G0052,2023-04-09,4
O1955,U0551,F0119,2023-03-24,1
O1956,U0037,E0017,2023-01-22,4
O1957,U0122,E0095,2023-03-07,4
O1958,U0830,M0011,2023-02-07,3
O1959,U0077,M0048,2023-06-05,2
O1960,U0201,M0041,2023-03-08,1
O1961,U0425,G0021,2023-05-20,2
O1962,U0437,G0059,2023-05-11,1
O1963,U0908,M0042,2023-11-16,1
O1964,U0385,F0075,2023-11-25,4
O1965,U0384,E0063,2023-08-20,1
O1966,U0769,E0070,2023-04-21,3
O1967,U0504,G0082,2023-01-08,1
O1968,U0129,G0109,2023-02-16,2
O1969,U0229,G0045,2023-01-10,2
O1970,U0925,F0064,2023-05-11,2
O1971,U0541,E0071,2023-06-13,1
O1972,U0182,G0068,2023-09-03,1
O1973,U0841,G0097,2023-10-21,2
O1974,U0967,G0026,2023-12-25,4
O1975,U0890,M0083,2023-02-17,1
O1976,U0312,M0117,2023-03-18,4
O1977,U0325,G0116,2023-02-24,3
O1978,U0764,G0024,2023-03-26,2
O1979,U0413,G0038,2023-11-10,1
O1980,U0713,E0084,2023-10-02,1
O1981,U0021,G0044,2023-02-02,3
O1982,U0458,E0118,2023-05-31,1
O1983,U0895,G0079,2023-05-14,1
O1984,U0351,F0081,2023-03-18,4
O1985,U0337,E0006,2023-06-14,3
O1986,U0620,M0031,2023-02-14,2
O1987,U0450,F0067,2023-08-25,1
O1988,U0682,M0073,2023-09-02,4
O1989,U0734,E0036,2023-12-09,1
O1990,U0428,G0048,2023-03-04,4
O1991,U0882,F0095,2023-04-23,3
O1992,U0005,F0107,2023-01-03,3
O1993,U0502,E0005,2023-03-14,2
O1994,U0371,M0012,2023-06-24,2
