product_id,name,category,sub_category,brand,price,size,color,material,gender,release_year,screen_size,memory,processor,os,camera,battery,type,dosage,condition,requires_prescription,side_effects,expiry_date,unit,quantity,organic,expiry_days
M0007,Medicine 7,Medicines,,,38.87784672306668,,,,,,,,,,,,Injection,830 mg,Cold & Flu,True,Headache,2025-08-06,,,,
E0107,Samsung Camera,Electronics,,Samsung,1507.651609931914,,,,,2023.0,,,,,12.0,,,,,,,,,,,
G0022,Meat Item 22,Groceries,Meat,,35.56901120898272,,,,,,,,,,,,,,,,,,ml,100.0,True,109.0
E0078,Lenovo Tablet,Electronics,,Lenovo,1524.9119954245748,,,,,2023.0,13.3,512.0,M1,Android,48.0,4263.0,,,,,,,,,,
E0079,Bose Gaming Console,Electronics,,Bose,646.9713883323936,,,,,2019.0,,,,,,,,,,,,,,,,
G0067,Meat Item 67,Groceries,Meat,,33.05680263942163,,,,,,,,,,,,,,,,,,ml,250.0,False,203.0
E0118,Bose Smartphone,Electronics,,Bose,157.79017353513916,,,,,2021.0,55.0,1024.0,Intel i7,Windows,48.0,4575.0,,,,,,,,,,
G0098,Dairy Item 98,Groceries,Dairy,,13.41559054263739,,,,,,,,,,,,,,,,,,kg,500.0,False,271.0
M0037,Medicine 37,Medicines,,,82.68990090599485,,,,,,,,,,,,Syrup,799 mg,Pain Relief,True,Nausea,2025-09-22,,,,
G0100,Bakery Item 100,Groceries,Bakery,,46.47269759973967,,,,,,,,,,,,,,,,,,l,100.0,False,75.0
E0083,Canon Gaming Console,Electronics,,Canon,1003.2331251754165,,,,,2019.0,,,,,,,,,,,,,,,,
M0082,Medicine 82,Medicines,,,74.61964204087947,,,,,,,,,,,,Cream,416 mg,Heart Health,False,Headache,2025-09-05,,,,
F0103,Shoes Item 103,Fashion,Shoes,Levi's,142.02532868879095,XS,Red,Denim,Men,,,,,,,,,,,,,,,,,
M0077,Medicine 77,Medicines,,,75.79794118638192,,,,,,,,,,,,Capsule,926 mg,Pain Relief,False,Drowsiness,2026-12-11,,,,
F0012,Pants Item 12,Fashion,Pants,Nike,479.9512787183777,M,Black,Cotton,Unisex,,,,,,,,,,,,,,,,,
E0096,Canon Gaming Console,Electronics,,Canon,757.1318301530116,,,,,2023.0,,,,,,,,,,,,,,,,
M0001,Medicine 1,Medicines,,,53.9432614831303,,,,,,,,,,,,Tablet,604 mg,Heart Health,True,Headache,2027-01-12,,,,
F0021,Shirts Item 21,Fashion,Shirts,Under Armour,116.68520041146209,S,Yellow,Polyester,Unisex,,,,,,,,,,,,,,,,,
G0038,Vegetables Item 38,Groceries,Vegetables,,4.560613791476679,,,,,,,,,,,,,,,,,,l,24.0,True,176.0
M0002,Medicine 2,Medicines,,,95.67016413050202,,,,,,,,,,,,Tablet,221 mg,Heart Health,False,Headache,2027-01-09,,,,
F0040,Accessories Item 40,Fashion,Accessories,Gucci,177.42054117104252,L,White,Silk,Men,,,,,,,,,,,,,,,,,
G0055,Snacks Item 55,Groceries,Snacks,,23.298706140498837,,,,,,,,,,,,,,,,,,kg,250.0,True,91.0
F0101,Dresses Item 101,Fashion,Dresses,Under Armour,247.78070374788456,XS,Yellow,Silk,Unisex,,,,,,,,,,,,,,,,,
F0070,Dresses Item 70,Fashion,Dresses,Adidas,271.09509481879735,L,Blue,Leather,Men,,,,,,,,,,,,,,,,,
F0027,Dresses Item 27,Fashion,Dresses,Nike,361.60507749778253,XL,Red,Leather,Unisex,,,,,,,,,,,,,,,,,
F0041,Shoes Item 41,Fashion,Shoes,Under Armour,410.89133475262264,L,Blue,Cotton,Women,,,,,,,,,,,,,,,,,
G0006,Meat Item 6,Groceries,Meat,,29.411649226338525,,,,,,,,,,,,,,,,,,pack,250.0,True,93.0
G0061,Fruits Item 61,Groceries,Fruits,,24.9385808555726,,,,,,,,,,,,,,,,,,l,6.0,False,169.0
F0019,Shirts Item 19,Fashion,Shirts,Adidas,226.33692240777572,XS,Yellow,Polyester,Men,,,,,,,,,,,,,,,,,
M0114,Medicine 114,Medicines,,,17.871979298240255,,,,,,,,,,,,Tablet,443 mg,Digestive Health,True,Nausea,2025-04-08,,,,
M0090,Medicine 90,Medicines,,,41.039731829397724,,,,,,,,,,,,Injection,667 mg,Allergy,False,Drowsiness,2025-02-14,,,,
F0037,Accessories Item 37,Fashion,Accessories,Zara,99.61759600364763,M,Red,Polyester,Unisex,,,,,,,,,,,,,,,,,
F0015,Shoes Item 15,Fashion,Shoes,Nike,81.30347718983822,XL,Green,Cotton,Unisex,,,,,,,,,,,,,,,,,
F0115,Accessories Item 115,Fashion,Accessories,Under Armour,373.2412670918735,XL,Blue,Leather,Women,,,,,,,,,,,,,,,,,
F0063,Dresses Item 63,Fashion,Dresses,Under Armour,148.0807016942813,XS,Yellow,Denim,Women,,,,,,,,,,,,,,,,,
G0110,Vegetables Item 110,Groceries,Vegetables,,34.17908891064563,,,,,,,,,,,,,,,,,,g,1000.0,False,103.0
G0109,Bakery Item 109,Groceries,Bakery,,41.25209138603335,,,,,,,,,,,,,,,,,,ml,6.0,False,169.0
E0086,Bose Gaming Console,Electronics,,Bose,932.0097855715334,,,,,2022.0,,,,,,,,,,,,,,,,
F0038,Shirts Item 38,Fashion,Shirts,Under Armour,326.1235408174427,XL,Green,Denim,Unisex,,,,,,,,,,,,,,,,,
M0032,Medicine 32,Medicines,,,54.41281053954506,,,,,,,,,,,,Syrup,738 mg,Fever,False,Drowsiness,2026-02-09,,,,
F0109,Shoes Item 109,Fashion,Shoes,Under Armour,321.35968114445626,L,Black,Silk,Unisex,,,,,,,,,,,,,,,,,
E0030,Sony Smartphone,Electronics,,Sony,1005.4002945812509,,,,,2022.0,13.3,512.0,Intel i5,iOS,108.0,3703.0,,,,,,,,,,
F0076,Dresses Item 76,Fashion,Dresses,Gucci,328.27604971579365,S,Red,Leather,Men,,,,,,,,,,,,,,,,,
E0072,Canon Laptop,Electronics,,Canon,1503.6126682702675,,,,,2023.0,27.0,128.0,Intel i7,Android,,2363.0,,,,,,,,,,
E0090,Samsung Smartphone,Electronics,,Samsung,1943.141467666743,,,,,2021.0,5.5,1024.0,A14,macOS,16.0,4962.0,,,,,,,,,,
M0124,Medicine 124,Medicines,,,99.63555085117501,,,,,,,,,,,,Injection,54 mg,Allergy,True,Drowsiness,2025-02-25,,,,
F0077,Shirts Item 77,Fashion,Shirts,Zara,88.17457877732755,XXL,Yellow,Leather,Men,,,,,,,,,,,,,,,,,
M0091,Medicine 91,Medicines,,,87.27220311465935,,,,,,,,,,,,Injection,859 mg,Digestive Health,False,Nausea,2027-02-26,,,,
F0113,Pants Item 113,Fashion,Pants,Gucci,318.41761844737925,S,Black,Denim,Unisex,,,,,,,,,,,,,,,,,
E0062,Dell Laptop,Electronics,,Dell,491.3620681662272,,,,,2021.0,32.0,128.0,M1,iOS,,4134.0,,,,,,,,,,
E0057,Sony Laptop,Electronics,,Sony,1972.959674212908,,,,,2021.0,13.3,512.0,Snapdragon 888,Android,,3853.0,,,,,,,,,,
F0028,Accessories Item 28,Fashion,Accessories,Adidas,59.22419934367453,XS,Blue,Silk,Men,,,,,,,,,,,,,,,,,
E0016,Apple Gaming Console,Electronics,,Apple,1440.5691521344131,,,,,2021.0,,,,,,,,,,,,,,,,
G0036,Dairy Item 36,Groceries,Dairy,,42.23947836959593,,,,,,,,,,,,,,,,,,g,250.0,False,178.0
G0097,Snacks Item 97,Groceries,Snacks,,38.1898647608475,,,,,,,,,,,,,,,,,,g,24.0,False,16.0
G0093,Bakery Item 93,Groceries,Bakery,,25.36423055597979,,,,,,,,,,,,,,,,,,pack,1000.0,False,212.0
M0067,Medicine 67,Medicines,,,81.48387079595499,,,,,,,,,,,,Capsule,944 mg,Pain Relief,False,Nausea,2025-10-11,,,,
M0060,Medicine 60,Medicines,,,32.30324071532084,,,,,,,,,,,,Cream,918 mg,Pain Relief,True,Drowsiness,2027-05-20,,,,
M0033,Medicine 33,Medicines,,,93.97417071672972,,,,,,,,,,,,Injection,555 mg,Diabetes,True,Drowsiness,2025-07-19,,,,
M0095,Medicine 95,Medicines,,,82.13693552712617,,,,,,,,,,,,Cream,737 mg,Heart Health,True,Drowsiness,2025-10-30,,,,
F0050,Shirts Item 50,Fashion,Shirts,Adidas,434.6318874117967,S,White,Denim,Unisex,,,,,,,,,,,,,,,,,
G0043,Beverages Item 43,Groceries,Beverages,,14.072932922257712,,,,,,,,,,,,,,,,,,l,24.0,True,296.0
F0067,Dresses Item 67,Fashion,Dresses,Under Armour,433.994334008502,L,Yellow,Leather,Unisex,,,,,,,,,,,,,,,,,
E0109,Microsoft Camera,Electronics,,Microsoft,353.35448790110377,,,,,2019.0,,,,,48.0,,,,,,,,,,,
M0072,Medicine 72,Medicines,,,53.324975314987505,,,,,,,,,,,,Tablet,897 mg,Allergy,False,None,2027-01-14,,,,
F0029,Dresses Item 29,Fashion,Dresses,Levi's,368.9802226277954,S,Yellow,Silk,Unisex,,,,,,,,,,,,,,,,,
E0092,Canon Tablet,Electronics,,Canon,896.3587314399044,,,,,2018.0,32.0,128.0,A14,macOS,64.0,3437.0,,,,,,,,,,
M0006,Medicine 6,Medicines,,,88.90334002774281,,,,,,,,,,,,Injection,827 mg,Fever,True,Headache,2024-12-27,,,,
F0112,Pants Item 112,Fashion,Pants,Gucci,162.4854215239645,L,Red,Denim,Men,,,,,,,,,,,,,,,,,
G0106,Bakery Item 106,Groceries,Bakery,,29.154527680042097,,,,,,,,,,,,,,,,,,kg,1000.0,False,83.0
M0018,Medicine 18,Medicines,,,84.34818571509224,,,,,,,,,,,,Injection,614 mg,Digestive Health,True,Nausea,2026-10-28,,,,
G0114,Dairy Item 114,Groceries,Dairy,,34.647251974482344,,,,,,,,,,,,,,,,,,g,500.0,True,2.0
F0074,Dresses Item 74,Fashion,Dresses,Levi's,251.80519905571006,L,Black,Polyester,Unisex,,,,,,,,,,,,,,,,,
F0082,Accessories Item 82,Fashion,Accessories,Adidas,265.63878266979,S,Green,Denim,Men,,,,,,,,,,,,,,,,,
E0056,Sony Laptop,Electronics,,Sony,1181.0154182355163,,,,,2018.0,5.5,256.0,Intel i5,iOS,,2566.0,,,,,,,,,,
E0101,LG Camera,Electronics,,LG,1693.3568863145283,,,,,2022.0,,,,,16.0,,,,,,,,,,,
F0058,Shoes Item 58,Fashion,Shoes,Zara,229.1783505637743,S,Green,Denim,Men,,,,,,,,,,,,,,,,,
G0088,Snacks Item 88,Groceries,Snacks,,34.08631104053984,,,,,,,,,,,,,,,,,,pack,500.0,False,164.0
M0088,Medicine 88,Medicines,,,31.037903585894593,,,,,,,,,,,,Tablet,654 mg,Cold & Flu,True,Nausea,2027-05-18,,,,
F0049,Shoes Item 49,Fashion,Shoes,Nike,323.2088964010803,XXL,Red,Polyester,Women,,,,,,,,,,,,,,,,,
G0117,Dairy Item 117,Groceries,Dairy,,38.344351402065904,,,,,,,,,,,,,,,,,,pack,6.0,False,74.0
E0067,Lenovo TV,Electronics,,Lenovo,1234.8935188283524,,,,,2020.0,32.0,,,,,,,,,,,,,,,
